[2021-07-26 10:57:04,250] A: 00001.jpg, B: 00001.jpg | MSE | 50.2822125 | PSNR | 31.116659817624857 | SSMI | 0.917575764153 | Delta_E | 2.44881438334
[2021-07-26 11:01:37,545] A: 01741.jpg, B: 01741.jpg | MSE | 28.7812604167 | PSNR | 33.53970551808773 | SSMI | 0.951497599298 | Delta_E | 1.66647979592
[2021-07-26 11:01:37,683] A: 01742.jpg, B: 01742.jpg | MSE | 26.72880625 | PSNR | 33.86100797944323 | SSMI | 0.952038966134 | Delta_E | 1.70122698946
[2021-07-26 11:01:37,826] A: 01743.jpg, B: 01743.jpg | MSE | 27.6501854167 | PSNR | 33.71382312924655 | SSMI | 0.953220105254 | Delta_E | 1.71077984191
[2021-07-26 11:01:37,968] A: 01744.jpg, B: 01744.jpg | MSE | 19.13391875 | PSNR | 35.31276435419293 | SSMI | 0.935059113878 | Delta_E | 1.56879565091
[2021-07-26 11:01:38,113] A: 01745.jpg, B: 01745.jpg | MSE | 17.3526604167 | PSNR | 35.73714292939682 | SSMI | 0.944116014422 | Delta_E | 1.41675489019
[2021-07-26 11:01:38,257] A: 01746.jpg, B: 01746.jpg | MSE | 19.1825479167 | PSNR | 35.301740691564625 | SSMI | 0.944042504329 | Delta_E | 1.54320781346
[2021-07-26 11:01:38,400] A: 01747.jpg, B: 01747.jpg | MSE | 34.64315 | PSNR | 32.73462986603989 | SSMI | 0.933871700646 | Delta_E | 2.3383940132
[2021-07-26 11:01:38,541] A: 01748.jpg, B: 01748.jpg | MSE | 31.01419375 | PSNR | 33.21519865209817 | SSMI | 0.939605227847 | Delta_E | 1.90669257867
[2021-07-26 11:01:38,685] A: 01749.jpg, B: 01749.jpg | MSE | 12.2566354167 | PSNR | 37.24709093011601 | SSMI | 0.951218947368 | Delta_E | 1.09375380233
[2021-07-26 11:01:38,827] A: 01750.jpg, B: 01750.jpg | MSE | 22.08725 | PSNR | 34.68938713994739 | SSMI | 0.931159953918 | Delta_E | 1.75894107878
[2021-07-26 11:01:38,968] A: 01751.jpg, B: 01751.jpg | MSE | 12.9039541667 | PSNR | 37.023575490473824 | SSMI | 0.94782455216 | Delta_E | 1.20617975636
[2021-07-26 11:01:39,108] A: 01752.jpg, B: 01752.jpg | MSE | 9.74883958333 | PSNR | 38.24127436712707 | SSMI | 0.951422588871 | Delta_E | 1.03803415568
[2021-07-26 11:01:39,252] A: 01753.jpg, B: 01753.jpg | MSE | 17.7215041667 | PSNR | 35.64579779684877 | SSMI | 0.949735780261 | Delta_E | 1.45653409183
[2021-07-26 11:01:39,390] A: 01754.jpg, B: 01754.jpg | MSE | 26.2565395833 | PSNR | 33.93842872126279 | SSMI | 0.943438434697 | Delta_E | 1.83536466518
[2021-07-26 11:01:39,530] A: 01755.jpg, B: 01755.jpg | MSE | 10.4152229167 | PSNR | 37.954117912944454 | SSMI | 0.960745569807 | Delta_E | 0.984259667103
[2021-07-26 11:01:39,672] A: 01756.jpg, B: 01756.jpg | MSE | 20.99185625 | PSNR | 34.91029517164604 | SSMI | 0.934348048621 | Delta_E | 1.60152959985
[2021-07-26 11:01:39,815] A: 01757.jpg, B: 01757.jpg | MSE | 17.9541041667 | PSNR | 35.58916620310264 | SSMI | 0.941787040813 | Delta_E | 1.46987533027
[2021-07-26 11:01:39,955] A: 01758.jpg, B: 01758.jpg | MSE | 13.71225 | PSNR | 36.75971638214785 | SSMI | 0.953985909593 | Delta_E | 1.22173228438
[2021-07-26 11:01:40,097] A: 01759.jpg, B: 01759.jpg | MSE | 14.56625 | PSNR | 36.497326014058615 | SSMI | 0.954576638872 | Delta_E | 1.26450125584
[2021-07-26 11:01:40,240] A: 01760.jpg, B: 01760.jpg | MSE | 27.553375 | PSNR | 33.72905557894131 | SSMI | 0.942073490822 | Delta_E | 1.89531004612
[2021-07-26 11:01:40,386] A: 01761.jpg, B: 01761.jpg | MSE | 23.7074020833 | PSNR | 34.381963953624904 | SSMI | 0.947646615617 | Delta_E | 1.70415537576
[2021-07-26 11:01:40,527] A: 01762.jpg, B: 01762.jpg | MSE | 29.6794708333 | PSNR | 33.406242073947496 | SSMI | 0.930133884558 | Delta_E | 2.02911447796
[2021-07-26 11:01:40,670] A: 01763.jpg, B: 01763.jpg | MSE | 16.2045708333 | PSNR | 36.03442827331416 | SSMI | 0.948313800027 | Delta_E | 1.35834856318
[2021-07-26 11:01:40,811] A: 01764.jpg, B: 01764.jpg | MSE | 15.8054916667 | PSNR | 36.14272350739823 | SSMI | 0.950930796435 | Delta_E | 1.33384956488
[2021-07-26 11:01:40,953] A: 01765.jpg, B: 01765.jpg | MSE | 21.9325041667 | PSNR | 34.719921403314316 | SSMI | 0.947832295979 | Delta_E | 1.66454392664
[2021-07-26 11:01:41,094] A: 01766.jpg, B: 01766.jpg | MSE | 27.9055291667 | PSNR | 33.673900985024424 | SSMI | 0.942075040596 | Delta_E | 1.94872294895
[2021-07-26 11:01:41,235] A: 01767.jpg, B: 01767.jpg | MSE | 26.3367083333 | PSNR | 33.92518866703857 | SSMI | 0.945710106588 | Delta_E | 1.84676110349
[2021-07-26 11:01:41,374] A: 01768.jpg, B: 01768.jpg | MSE | 27.8151291667 | PSNR | 33.68799279828873 | SSMI | 0.931019451907 | Delta_E | 2.03633502831
[2021-07-26 11:01:41,515] A: 01769.jpg, B: 01769.jpg | MSE | 13.8506979167 | PSNR | 36.716087034442936 | SSMI | 0.949254870705 | Delta_E | 1.27555516786
[2021-07-26 11:01:41,654] A: 01770.jpg, B: 01770.jpg | MSE | 14.2400458333 | PSNR | 36.59568973734789 | SSMI | 0.954100237232 | Delta_E | 1.22596255767
[2021-07-26 11:01:41,794] A: 01771.jpg, B: 01771.jpg | MSE | 17.205825 | PSNR | 35.774048594786706 | SSMI | 0.951417017454 | Delta_E | 1.42750228304
[2021-07-26 11:01:41,933] A: 01772.jpg, B: 01772.jpg | MSE | 41.3203125 | PSNR | 31.969167634967942 | SSMI | 0.929283683347 | Delta_E | 2.66798968279
[2021-07-26 11:01:42,071] A: 01773.jpg, B: 01773.jpg | MSE | 27.8274979167 | PSNR | 33.68606201958791 | SSMI | 0.944589598471 | Delta_E | 1.94291991004
[2021-07-26 11:01:42,208] A: 01774.jpg, B: 01774.jpg | MSE | 36.4058166667 | PSNR | 32.51909583141364 | SSMI | 0.92330639801 | Delta_E | 2.195124177
[2021-07-26 11:01:42,347] A: 01775.jpg, B: 01775.jpg | MSE | 33.23136875 | PSNR | 32.91532131285562 | SSMI | 0.932571868353 | Delta_E | 2.0376864348
[2021-07-26 11:01:42,484] A: 01776.jpg, B: 01776.jpg | MSE | 38.0758833333 | PSNR | 32.32430373420766 | SSMI | 0.932284205493 | Delta_E | 2.17040616671
[2021-07-26 11:01:42,623] A: 01777.jpg, B: 01777.jpg | MSE | 45.16813125 | PSNR | 31.58248238086056 | SSMI | 0.9274757918 | Delta_E | 2.60316638295
[2021-07-26 11:01:42,758] A: 01778.jpg, B: 01778.jpg | MSE | 50.20799375 | PSNR | 31.123074930229837 | SSMI | 0.924156224442 | Delta_E | 2.72476316804
[2021-07-26 11:01:42,903] A: 01779.jpg, B: 01779.jpg | MSE | 56.22821875 | PSNR | 30.631260351265844 | SSMI | 0.921989037704 | Delta_E | 2.97933358979
[2021-07-26 11:01:43,045] A: 01780.jpg, B: 01780.jpg | MSE | 49.8591375 | PSNR | 31.1533559938027 | SSMI | 0.916166995552 | Delta_E | 2.74391045856
[2021-07-26 11:01:43,187] A: 01781.jpg, B: 01781.jpg | MSE | 44.9934979167 | PSNR | 31.59930603157901 | SSMI | 0.925508301744 | Delta_E | 2.51004083533
[2021-07-26 11:01:43,327] A: 01782.jpg, B: 01782.jpg | MSE | 38.171325 | PSNR | 32.31343125461618 | SSMI | 0.932759604246 | Delta_E | 2.15908327051
[2021-07-26 11:01:43,467] A: 01783.jpg, B: 01783.jpg | MSE | 38.1487729167 | PSNR | 32.31599787753714 | SSMI | 0.932996129875 | Delta_E | 2.18807295961
[2021-07-26 11:01:43,611] A: 01784.jpg, B: 01784.jpg | MSE | 48.4830520833 | PSNR | 31.274904093378186 | SSMI | 0.925156373759 | Delta_E | 2.69084315088
[2021-07-26 11:01:43,754] A: 01785.jpg, B: 01785.jpg | MSE | 51.31676875 | PSNR | 31.02821058414918 | SSMI | 0.925158237044 | Delta_E | 2.82325759758
[2021-07-26 11:01:43,894] A: 01786.jpg, B: 01786.jpg | MSE | 58.087325 | PSNR | 30.489989837803627 | SSMI | 0.908736914522 | Delta_E | 3.11259755603
[2021-07-26 11:01:44,032] A: 01787.jpg, B: 01787.jpg | MSE | 49.5424541667 | PSNR | 31.181028445962568 | SSMI | 0.92237543458 | Delta_E | 2.68769034638
[2021-07-26 11:01:44,171] A: 01788.jpg, B: 01788.jpg | MSE | 35.5274541667 | PSNR | 32.62516273023437 | SSMI | 0.933218428062 | Delta_E | 2.16374082366
[2021-07-26 11:01:44,313] A: 01789.jpg, B: 01789.jpg | MSE | 32.4799458333 | PSNR | 33.01465064569217 | SSMI | 0.94138593665 | Delta_E | 1.87321049551
[2021-07-26 11:01:44,453] A: 01790.jpg, B: 01790.jpg | MSE | 39.2693979167 | PSNR | 32.19026118203905 | SSMI | 0.936885035834 | Delta_E | 2.15038212677
[2021-07-26 11:01:44,593] A: 01791.jpg, B: 01791.jpg | MSE | 44.5274375 | PSNR | 31.64452658138028 | SSMI | 0.931825759121 | Delta_E | 2.50229054961
[2021-07-26 11:01:44,729] A: 01792.jpg, B: 01792.jpg | MSE | 67.48451875 | PSNR | 29.83876205704744 | SSMI | 0.899965527419 | Delta_E | 3.46839931824
[2021-07-26 11:01:44,867] A: 01793.jpg, B: 01793.jpg | MSE | 55.2638708333 | PSNR | 30.70639060043446 | SSMI | 0.915116230538 | Delta_E | 2.97400364241
[2021-07-26 11:01:45,005] A: 01794.jpg, B: 01794.jpg | MSE | 47.7981375 | PSNR | 31.336693866246534 | SSMI | 0.922728531031 | Delta_E | 2.63239460966
[2021-07-26 11:01:45,143] A: 01795.jpg, B: 01795.jpg | MSE | 39.4364916667 | PSNR | 32.17182088411579 | SSMI | 0.934509225619 | Delta_E | 2.21206905926
[2021-07-26 11:01:45,278] A: 01796.jpg, B: 01796.jpg | MSE | 30.9316354167 | PSNR | 33.22677478250525 | SSMI | 0.942717691147 | Delta_E | 1.81320056642
[2021-07-26 11:01:45,416] A: 01797.jpg, B: 01797.jpg | MSE | 43.5180645833 | PSNR | 31.744107885038275 | SSMI | 0.931658749871 | Delta_E | 2.51526729696
[2021-07-26 11:01:45,554] A: 01798.jpg, B: 01798.jpg | MSE | 59.2206645833 | PSNR | 30.406070840683462 | SSMI | 0.904088931092 | Delta_E | 3.18211639789
[2021-07-26 11:01:45,694] A: 01799.jpg, B: 01799.jpg | MSE | 52.58956875 | PSNR | 30.921807513829037 | SSMI | 0.916527337968 | Delta_E | 2.86532360927
[2021-07-26 11:01:45,832] A: 01800.jpg, B: 01800.jpg | MSE | 45.4845125 | PSNR | 31.5521681653574 | SSMI | 0.929976283411 | Delta_E | 2.50208733362
[2021-07-26 11:01:45,980] A: 01801.jpg, B: 01801.jpg | MSE | 42.35046875 | PSNR | 31.86222139249313 | SSMI | 0.932942409394 | Delta_E | 2.36021893996
[2021-07-26 11:01:46,119] A: 01802.jpg, B: 01802.jpg | MSE | 33.10194375 | PSNR | 32.93226864520768 | SSMI | 0.945679873073 | Delta_E | 1.89566504588
[2021-07-26 11:01:46,262] A: 01803.jpg, B: 01803.jpg | MSE | 40.8170854167 | PSNR | 32.02238370596874 | SSMI | 0.938136739894 | Delta_E | 2.3394390419
[2021-07-26 11:01:46,403] A: 01804.jpg, B: 01804.jpg | MSE | 54.6592916667 | PSNR | 30.75416361525379 | SSMI | 0.907928372427 | Delta_E | 3.1576486797
[2021-07-26 11:01:46,545] A: 01805.jpg, B: 01805.jpg | MSE | 42.17521875 | PSNR | 31.88023017047849 | SSMI | 0.92585551726 | Delta_E | 2.6559705676
[2021-07-26 11:01:46,688] A: 01806.jpg, B: 01806.jpg | MSE | 34.8667645833 | PSNR | 32.7066871142128 | SSMI | 0.93247718028 | Delta_E | 2.06092357719
[2021-07-26 11:01:46,832] A: 01807.jpg, B: 01807.jpg | MSE | 35.5033104167 | PSNR | 32.62811511230791 | SSMI | 0.93388535367 | Delta_E | 2.15085198301
[2021-07-26 11:01:46,970] A: 01808.jpg, B: 01808.jpg | MSE | 10.97315625 | PSNR | 37.72748797577266 | SSMI | 0.948334066768 | Delta_E | 1.12403346773
[2021-07-26 11:01:47,111] A: 01809.jpg, B: 01809.jpg | MSE | 11.2675291667 | PSNR | 37.61251669926449 | SSMI | 0.945842211938 | Delta_E | 1.11406724452
[2021-07-26 11:01:47,255] A: 01810.jpg, B: 01810.jpg | MSE | 52.3089041667 | PSNR | 30.94504738897342 | SSMI | 0.908104922656 | Delta_E | 3.0672076726
[2021-07-26 11:01:47,398] A: 01811.jpg, B: 01811.jpg | MSE | 47.5978145833 | PSNR | 31.35493347983291 | SSMI | 0.921522557847 | Delta_E | 2.91287734514
[2021-07-26 11:01:47,535] A: 01812.jpg, B: 01812.jpg | MSE | 31.938775 | PSNR | 33.08762105951568 | SSMI | 0.935152524907 | Delta_E | 1.99225545888
[2021-07-26 11:01:47,677] A: 01813.jpg, B: 01813.jpg | MSE | 35.7336291667 | PSNR | 32.6000323475734 | SSMI | 0.932140575627 | Delta_E | 2.19250215642
[2021-07-26 11:01:47,821] A: 01814.jpg, B: 01814.jpg | MSE | 10.7467604167 | PSNR | 37.818027938444 | SSMI | 0.948797705548 | Delta_E | 1.10479873273
[2021-07-26 11:01:47,962] A: 01815.jpg, B: 01815.jpg | MSE | 12.71363125 | PSNR | 37.08810749999101 | SSMI | 0.949929856712 | Delta_E | 1.23251894581
[2021-07-26 11:01:48,102] A: 01816.jpg, B: 01816.jpg | MSE | 55.7985645833 | PSNR | 30.664573340012254 | SSMI | 0.907817407495 | Delta_E | 3.22611036348
[2021-07-26 11:01:48,243] A: 01817.jpg, B: 01817.jpg | MSE | 45.4705583333 | PSNR | 31.553500739247987 | SSMI | 0.92164645226 | Delta_E | 2.81812522571
[2021-07-26 11:01:48,386] A: 01818.jpg, B: 01818.jpg | MSE | 29.74874375 | PSNR | 33.39611730096194 | SSMI | 0.935331422306 | Delta_E | 1.9452401726
[2021-07-26 11:01:48,526] A: 01819.jpg, B: 01819.jpg | MSE | 43.3540395833 | PSNR | 31.760507910737843 | SSMI | 0.930269366171 | Delta_E | 2.56104087312
[2021-07-26 11:01:48,664] A: 01820.jpg, B: 01820.jpg | MSE | 13.97414375 | PSNR | 36.677551544019494 | SSMI | 0.94847658167 | Delta_E | 1.30152749009
[2021-07-26 11:01:48,806] A: 01821.jpg, B: 01821.jpg | MSE | 20.642525 | PSNR | 34.98317541629004 | SSMI | 0.948086689052 | Delta_E | 1.49601199871
[2021-07-26 11:01:48,947] A: 01822.jpg, B: 01822.jpg | MSE | 51.6363625 | PSNR | 31.001247198726535 | SSMI | 0.908928447864 | Delta_E | 3.05790414256
[2021-07-26 11:01:49,086] A: 01823.jpg, B: 01823.jpg | MSE | 45.3792520833 | PSNR | 31.562230270703804 | SSMI | 0.922891763927 | Delta_E | 2.81003929082
[2021-07-26 11:01:49,226] A: 01824.jpg, B: 01824.jpg | MSE | 36.63249375 | PSNR | 32.49213876683295 | SSMI | 0.927895289691 | Delta_E | 2.34513631803
[2021-07-26 11:01:49,365] A: 01825.jpg, B: 01825.jpg | MSE | 34.4676208333 | PSNR | 32.756690540951524 | SSMI | 0.934115391364 | Delta_E | 2.19529645136
[2021-07-26 11:01:49,506] A: 01826.jpg, B: 01826.jpg | MSE | 9.77925 | PSNR | 38.227748121489554 | SSMI | 0.953210317583 | Delta_E | 1.0496650262
[2021-07-26 11:01:49,645] A: 01827.jpg, B: 01827.jpg | MSE | 19.0542583333 | PSNR | 35.33088311879871 | SSMI | 0.949274352777 | Delta_E | 1.42548310724
[2021-07-26 11:01:49,788] A: 01828.jpg, B: 01828.jpg | MSE | 43.0046041667 | PSNR | 31.795654062851977 | SSMI | 0.918278214433 | Delta_E | 2.81779493172
[2021-07-26 11:01:49,931] A: 01829.jpg, B: 01829.jpg | MSE | 36.7287625 | PSNR | 32.480740649341385 | SSMI | 0.926482042833 | Delta_E | 2.41046824708
[2021-07-26 11:01:50,073] A: 01830.jpg, B: 01830.jpg | MSE | 28.7342604167 | PSNR | 33.54680337442187 | SSMI | 0.938953738595 | Delta_E | 1.94907238985
[2021-07-26 11:01:50,216] A: 01831.jpg, B: 01831.jpg | MSE | 37.9080166667 | PSNR | 32.343492979728616 | SSMI | 0.931378809913 | Delta_E | 2.29541103854
[2021-07-26 11:01:50,358] A: 01832.jpg, B: 01832.jpg | MSE | 7.36033958333 | PSNR | 39.46182509062253 | SSMI | 0.960382241667 | Delta_E | 0.928977575191
[2021-07-26 11:01:50,500] A: 01833.jpg, B: 01833.jpg | MSE | 18.704375 | PSNR | 35.41137159886003 | SSMI | 0.949423273987 | Delta_E | 1.45090074628
[2021-07-26 11:01:50,642] A: 01834.jpg, B: 01834.jpg | MSE | 32.4727145833 | PSNR | 33.01561765519266 | SSMI | 0.926841347072 | Delta_E | 2.50434781823
[2021-07-26 11:01:50,784] A: 01835.jpg, B: 01835.jpg | MSE | 28.2181458333 | PSNR | 33.62551887268406 | SSMI | 0.936172301941 | Delta_E | 2.19298868243
[2021-07-26 11:01:50,924] A: 01836.jpg, B: 01836.jpg | MSE | 25.34299375 | PSNR | 34.09222444388833 | SSMI | 0.937900986844 | Delta_E | 2.11984011518
[2021-07-26 11:01:51,066] A: 01837.jpg, B: 01837.jpg | MSE | 26.36570625 | PSNR | 33.920409517329595 | SSMI | 0.941463654059 | Delta_E | 1.99840129236
[2021-07-26 11:01:51,207] A: 01838.jpg, B: 01838.jpg | MSE | 29.0037291667 | PSNR | 33.5062651978332 | SSMI | 0.938071787624 | Delta_E | 2.17042026372
[2021-07-26 11:01:51,346] A: 01839.jpg, B: 01839.jpg | MSE | 29.4414854167 | PSNR | 33.441206431104824 | SSMI | 0.938959101622 | Delta_E | 2.15232253214
[2021-07-26 11:01:51,489] A: 01840.jpg, B: 01840.jpg | MSE | 12.6700416667 | PSNR | 37.10302317762397 | SSMI | 0.948003133937 | Delta_E | 1.22092215124
[2021-07-26 11:01:51,630] A: 01841.jpg, B: 01841.jpg | MSE | 11.93588125 | PSNR | 37.3622587151062 | SSMI | 0.95592476972 | Delta_E | 1.13440576709
[2021-07-26 11:01:51,769] A: 01842.jpg, B: 01842.jpg | MSE | 11.8399083333 | PSNR | 37.397320208527674 | SSMI | 0.956570830977 | Delta_E | 1.1812421133
[2021-07-26 11:01:51,914] A: 01843.jpg, B: 01843.jpg | MSE | 20.16356875 | PSNR | 35.08512960511743 | SSMI | 0.947775282277 | Delta_E | 1.62319639474
[2021-07-26 11:01:52,052] A: 01844.jpg, B: 01844.jpg | MSE | 28.5928958333 | PSNR | 33.5682221877508 | SSMI | 0.93668302184 | Delta_E | 2.20066906157
[2021-07-26 11:01:52,191] A: 01845.jpg, B: 01845.jpg | MSE | 33.0617020833 | PSNR | 32.93755152698084 | SSMI | 0.935868426621 | Delta_E | 2.43225907113
[2021-07-26 11:01:52,332] A: 01846.jpg, B: 01846.jpg | MSE | 12.9186770833 | PSNR | 37.01862318170497 | SSMI | 0.947196160115 | Delta_E | 1.26201086665
[2021-07-26 11:01:52,474] A: 01847.jpg, B: 01847.jpg | MSE | 11.2588166667 | PSNR | 37.61587613526911 | SSMI | 0.955018353554 | Delta_E | 1.14760287189
[2021-07-26 11:01:52,613] A: 01848.jpg, B: 01848.jpg | MSE | 7.88636041667 | PSNR | 39.162037398688845 | SSMI | 0.961330485728 | Delta_E | 0.911553254293
[2021-07-26 11:01:52,753] A: 01849.jpg, B: 01849.jpg | MSE | 6.40308958333 | PSNR | 40.06690782942669 | SSMI | 0.963729793486 | Delta_E | 0.791361655101
[2021-07-26 11:01:52,890] A: 01850.jpg, B: 01850.jpg | MSE | 24.378675 | PSNR | 34.26070263187928 | SSMI | 0.943372710074 | Delta_E | 1.9243579328
[2021-07-26 11:01:53,027] A: 01851.jpg, B: 01851.jpg | MSE | 27.00821875 | PSNR | 33.81584418389278 | SSMI | 0.943050218968 | Delta_E | 2.03480996705
[2021-07-26 11:01:53,165] A: 01852.jpg, B: 01852.jpg | MSE | 30.06729375 | PSNR | 33.34986020307558 | SSMI | 0.930154193246 | Delta_E | 2.33490279082
[2021-07-26 11:01:53,302] A: 01853.jpg, B: 01853.jpg | MSE | 27.0774729167 | PSNR | 33.80472230749892 | SSMI | 0.937435414877 | Delta_E | 2.11970927506
[2021-07-26 11:01:53,440] A: 01854.jpg, B: 01854.jpg | MSE | 22.8059708333 | PSNR | 34.550317963021264 | SSMI | 0.942870434069 | Delta_E | 1.91132426234
[2021-07-26 11:01:53,592] A: 01855.jpg, B: 01855.jpg | MSE | 5.743375 | PSNR | 40.539131874365076 | SSMI | 0.965018547491 | Delta_E | 0.756442404739
[2021-07-26 11:01:53,727] A: 01856.jpg, B: 01856.jpg | MSE | 12.0378854167 | PSNR | 37.325301557175024 | SSMI | 0.958014666113 | Delta_E | 1.1923779581
[2021-07-26 11:01:53,866] A: 01857.jpg, B: 01857.jpg | MSE | 24.4679479167 | PSNR | 34.2448281349565 | SSMI | 0.943959623175 | Delta_E | 1.97258852624
[2021-07-26 11:01:54,008] A: 01858.jpg, B: 01858.jpg | MSE | 30.1308875 | PSNR | 33.34068436938458 | SSMI | 0.929604684084 | Delta_E | 2.3436644268
[2021-07-26 11:01:54,150] A: 01859.jpg, B: 01859.jpg | MSE | 25.758825 | PSNR | 34.02154312259901 | SSMI | 0.940262949441 | Delta_E | 1.98081051881
[2021-07-26 11:01:54,290] A: 01860.jpg, B: 01860.jpg | MSE | 24.47798125 | PSNR | 34.2430476308627 | SSMI | 0.940564942347 | Delta_E | 2.01950136663
[2021-07-26 11:01:54,430] A: 01861.jpg, B: 01861.jpg | MSE | 11.0094208333 | PSNR | 37.713158879909216 | SSMI | 0.960997842488 | Delta_E | 1.05420314239
[2021-07-26 11:01:54,573] A: 01862.jpg, B: 01862.jpg | MSE | 26.3464625 | PSNR | 33.92358049473599 | SSMI | 0.944435913384 | Delta_E | 1.98335187345
[2021-07-26 11:01:54,714] A: 01863.jpg, B: 01863.jpg | MSE | 31.8577729167 | PSNR | 33.09864948593288 | SSMI | 0.930882745186 | Delta_E | 2.27718699918
[2021-07-26 11:01:54,855] A: 01864.jpg, B: 01864.jpg | MSE | 28.6522083333 | PSNR | 33.55922260567277 | SSMI | 0.938758842301 | Delta_E | 2.1173581664
[2021-07-26 11:01:54,997] A: 01865.jpg, B: 01865.jpg | MSE | 25.9420145833 | PSNR | 33.990766617315636 | SSMI | 0.93914960904 | Delta_E | 1.95558944448
[2021-07-26 11:01:55,137] A: 01866.jpg, B: 01866.jpg | MSE | 24.7998729167 | PSNR | 34.18630905514752 | SSMI | 0.944109063289 | Delta_E | 1.90471570119
[2021-07-26 11:01:55,278] A: 01867.jpg, B: 01867.jpg | MSE | 23.8915041667 | PSNR | 34.34836867848087 | SSMI | 0.949245301698 | Delta_E | 1.74267343793
[2021-07-26 11:01:55,416] A: 01868.jpg, B: 01868.jpg | MSE | 13.6735270833 | PSNR | 36.77199805682014 | SSMI | 0.957341137344 | Delta_E | 1.19828049406
[2021-07-26 11:01:55,558] A: 01869.jpg, B: 01869.jpg | MSE | 29.5389875 | PSNR | 33.426847558330415 | SSMI | 0.933903405213 | Delta_E | 2.04315302319
[2021-07-26 11:01:55,696] A: 01870.jpg, B: 01870.jpg | MSE | 26.0040625 | PSNR | 33.98039159685189 | SSMI | 0.941233589386 | Delta_E | 1.87595171847
[2021-07-26 11:01:55,841] A: 01871.jpg, B: 01871.jpg | MSE | 27.0387291667 | PSNR | 33.81094085169097 | SSMI | 0.94397034844 | Delta_E | 1.92764022464
[2021-07-26 11:01:55,979] A: 01872.jpg, B: 01872.jpg | MSE | 22.06866875 | PSNR | 34.69304224895504 | SSMI | 0.945876506435 | Delta_E | 1.7039733
[2021-07-26 11:01:56,121] A: 01873.jpg, B: 01873.jpg | MSE | 24.3671604167 | PSNR | 34.262754384630405 | SSMI | 0.947847086102 | Delta_E | 1.85576836744
[2021-07-26 11:01:56,262] A: 01874.jpg, B: 01874.jpg | MSE | 19.8085604167 | PSNR | 35.16227446450797 | SSMI | 0.95109873519 | Delta_E | 1.53908965711
[2021-07-26 11:01:56,405] A: 01875.jpg, B: 01875.jpg | MSE | 24.0605520833 | PSNR | 34.31774772610784 | SSMI | 0.939483224678 | Delta_E | 1.95651740257
[2021-07-26 11:01:56,547] A: 01876.jpg, B: 01876.jpg | MSE | 24.876575 | PSNR | 34.17289774278079 | SSMI | 0.944310413476 | Delta_E | 1.8226335496
[2021-07-26 11:01:56,686] A: 01877.jpg, B: 01877.jpg | MSE | 25.8932708333 | PSNR | 33.99893446966636 | SSMI | 0.946021445043 | Delta_E | 1.91265784132
[2021-07-26 11:01:56,827] A: 01878.jpg, B: 01878.jpg | MSE | 19.99876875 | PSNR | 35.120771022809805 | SSMI | 0.948823906302 | Delta_E | 1.61183444092
[2021-07-26 11:01:56,973] A: 01879.jpg, B: 01879.jpg | MSE | 19.9726770833 | PSNR | 35.12644080444025 | SSMI | 0.953320482571 | Delta_E | 1.60441859264
[2021-07-26 11:01:57,118] A: 01880.jpg, B: 01880.jpg | MSE | 20.1863 | PSNR | 35.080236376072605 | SSMI | 0.942437563683 | Delta_E | 1.71564262957
[2021-07-26 11:01:57,266] A: 01881.jpg, B: 01881.jpg | MSE | 18.97861875 | PSNR | 35.34815759261443 | SSMI | 0.947724279419 | Delta_E | 1.56496174121
[2021-07-26 11:01:57,406] A: 01882.jpg, B: 01882.jpg | MSE | 18.5567791667 | PSNR | 35.445777613734435 | SSMI | 0.950660447729 | Delta_E | 1.49580116279
[2021-07-26 11:01:57,551] A: 01883.jpg, B: 01883.jpg | MSE | 20.1027854167 | PSNR | 35.09824123980873 | SSMI | 0.950498347417 | Delta_E | 1.65599536313
[2021-07-26 11:01:57,692] A: 01884.jpg, B: 01884.jpg | MSE | 12.1769708333 | PSNR | 37.27541095065631 | SSMI | 0.94563874237 | Delta_E | 1.17258910989
[2021-07-26 11:01:57,833] A: 01885.jpg, B: 01885.jpg | MSE | 7.78248958333 | PSNR | 39.219618128052154 | SSMI | 0.959227464881 | Delta_E | 0.91578247352
[2021-07-26 11:01:57,974] A: 01886.jpg, B: 01886.jpg | MSE | 5.79005833333 | PSNR | 40.503974217143664 | SSMI | 0.964614203177 | Delta_E | 0.771316793591
[2021-07-26 11:01:58,114] A: 01887.jpg, B: 01887.jpg | MSE | 16.5732270833 | PSNR | 35.93673279845839 | SSMI | 0.957965889638 | Delta_E | 1.21575338099
[2021-07-26 11:01:58,255] A: 01888.jpg, B: 01888.jpg | MSE | 39.5350125 | PSNR | 32.16098480421119 | SSMI | 0.921971575363 | Delta_E | 2.38372485883
[2021-07-26 11:01:58,398] A: 01889.jpg, B: 01889.jpg | MSE | 38.5742875 | PSNR | 32.267824478482424 | SSMI | 0.929886103396 | Delta_E | 2.23426640867
[2021-07-26 11:01:58,537] A: 01890.jpg, B: 01890.jpg | MSE | 35.2047083333 | PSNR | 32.66479610274952 | SSMI | 0.935829943592 | Delta_E | 2.01887719603
[2021-07-26 11:01:58,679] A: 01891.jpg, B: 01891.jpg | MSE | 39.4562833333 | PSNR | 32.16964187297026 | SSMI | 0.933899094717 | Delta_E | 2.18181779357
[2021-07-26 11:01:58,819] A: 01892.jpg, B: 01892.jpg | MSE | 43.4205708333 | PSNR | 31.753848322115736 | SSMI | 0.933163303025 | Delta_E | 2.23128906651
